id	device	data	time_sent	time_saved
5103	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.07619286, ""pressure"": 99784.44531, ""humidity"": 28.26784325, ""iaq"": 54.53823471}"	2025-03-04 17:30:43	2025-03-04 17:30:44
5104	esp32/light	"{""analog_read"": 124, ""test_name"": ""DummyConst5""}"	2025-03-04 17:30:47	2025-03-04 17:30:47
5105	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.89853477, ""pressure"": 99799.22656, ""humidity"": 26.03913879, ""iaq"": 76.05599213}"	2025-03-04 17:35:41	2025-03-04 17:35:41
5106	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 17:35:41	2025-03-04 17:35:42
5107	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.18641281, ""pressure"": 99776.875, ""humidity"": 29.1467762, ""iaq"": 56.23711777}"	2025-03-04 17:35:44	2025-03-04 17:35:44
5108	esp32/light	"{""analog_read"": 64, ""test_name"": ""DummyConst5""}"	2025-03-04 17:35:47	2025-03-04 17:35:47
5109	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.70050144, ""pressure"": 99803.70313, ""humidity"": 26.35918236, ""iaq"": 74.3190918}"	2025-03-04 17:40:41	2025-03-04 17:40:41
5110	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 17:40:42	2025-03-04 17:40:42
5111	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.91548729, ""pressure"": 99779.28125, ""humidity"": 30.59133339, ""iaq"": 56.07575989}"	2025-03-04 17:40:44	2025-03-04 17:40:44
5112	esp32/light	"{""analog_read"": 187, ""test_name"": ""DummyConst5""}"	2025-03-04 17:40:47	2025-03-04 17:40:47
5113	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.55580616, ""pressure"": 99804.02344, ""humidity"": 26.53273964, ""iaq"": 62.76230621}"	2025-03-04 17:45:42	2025-03-04 17:45:42
5114	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 17:45:42	2025-03-04 17:45:42
5115	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.25413704, ""pressure"": 99776.89063, ""humidity"": 31.11996651, ""iaq"": 67.76771545}"	2025-03-04 17:45:45	2025-03-04 17:45:45
5116	esp32/light	"{""analog_read"": 190, ""test_name"": ""DummyConst5""}"	2025-03-04 17:45:47	2025-03-04 17:45:47
5117	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 17:50:42	2025-03-04 17:50:42
5118	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.41393661, ""pressure"": 99798.88281, ""humidity"": 26.62375259, ""iaq"": 68.34386444}"	2025-03-04 17:50:42	2025-03-04 17:50:42
5119	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.2112751, ""pressure"": 99773.46875, ""humidity"": 31.92533875, ""iaq"": 136.0237122}"	2025-03-04 17:50:45	2025-03-04 17:50:45
5120	esp32/light	"{""analog_read"": 336, ""test_name"": ""DummyConst5""}"	2025-03-04 17:50:47	2025-03-04 17:50:47
5121	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 17:55:42	2025-03-04 17:55:42
5122	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.41622353, ""pressure"": 99799.96875, ""humidity"": 26.36609077, ""iaq"": 49.31571579}"	2025-03-04 17:55:42	2025-03-04 17:55:43
5123	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.37184525, ""pressure"": 99773.35156, ""humidity"": 32.45440292, ""iaq"": 147.6058655}"	2025-03-04 17:55:45	2025-03-04 17:55:46
5124	esp32/light	"{""analog_read"": 281, ""test_name"": ""DummyConst5""}"	2025-03-04 17:55:47	2025-03-04 17:55:47
5125	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:00:42	2025-03-04 18:00:42
5126	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.26645184, ""pressure"": 99795.88281, ""humidity"": 26.40260506, ""iaq"": 68.84060669}"	2025-03-04 18:00:43	2025-03-04 18:00:43
5127	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.24636459, ""pressure"": 99766.39844, ""humidity"": 33.01846313, ""iaq"": 149.6156158}"	2025-03-04 18:00:46	2025-03-04 18:00:46
5128	esp32/light	"{""analog_read"": 476, ""test_name"": ""DummyConst5""}"	2025-03-04 18:00:47	2025-03-04 18:00:47
5129	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:05:42	2025-03-04 18:05:42
5130	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.03056526, ""pressure"": 99798.46875, ""humidity"": 26.60423279, ""iaq"": 61.31771088}"	2025-03-04 18:05:43	2025-03-04 18:05:43
5131	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.19122505, ""pressure"": 99771.96094, ""humidity"": 33.64748383, ""iaq"": 145.238739}"	2025-03-04 18:05:46	2025-03-04 18:05:46
5132	esp32/light	"{""analog_read"": 461, ""test_name"": ""DummyConst5""}"	2025-03-04 18:05:47	2025-03-04 18:05:47
5133	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:10:42	2025-03-04 18:10:42
5134	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.91864967, ""pressure"": 99812.42188, ""humidity"": 26.676157, ""iaq"": 52.0477829}"	2025-03-04 18:10:44	2025-03-04 18:10:44
5135	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.45715904, ""pressure"": 99787.125, ""humidity"": 34.01126099, ""iaq"": 146.6892548}"	2025-03-04 18:10:47	2025-03-04 18:10:47
5136	esp32/light	"{""analog_read"": 399, ""test_name"": ""DummyConst5""}"	2025-03-04 18:10:47	2025-03-04 18:10:48
5137	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:15:42	2025-03-04 18:15:42
5138	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.8377037, ""pressure"": 99814.74219, ""humidity"": 27.09456062, ""iaq"": 73.44811249}"	2025-03-04 18:15:44	2025-03-04 18:15:44
5139	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.40176201, ""pressure"": 99787.02344, ""humidity"": 34.75353622, ""iaq"": 143.0591736}"	2025-03-04 18:15:47	2025-03-04 18:15:47
5140	esp32/light	"{""analog_read"": 347, ""test_name"": ""DummyConst5""}"	2025-03-04 18:15:47	2025-03-04 18:15:48
5141	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:20:42	2025-03-04 18:20:43
5142	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.7691021, ""pressure"": 99814.50781, ""humidity"": 27.36288261, ""iaq"": 71.67996216}"	2025-03-04 18:20:44	2025-03-04 18:20:45
5143	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.2917347, ""pressure"": 99786.64063, ""humidity"": 35.24504089, ""iaq"": 144.6980743}"	2025-03-04 18:20:48	2025-03-04 18:20:48
5144	esp32/light	"{""analog_read"": 656, ""test_name"": ""DummyConst5""}"	2025-03-04 18:20:48	2025-03-04 18:20:48
5145	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:25:42	2025-03-04 18:25:43
5146	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.91617489, ""pressure"": 99819.51563, ""humidity"": 27.38875198, ""iaq"": 145.6366425}"	2025-03-04 18:25:45	2025-03-04 18:25:45
5147	esp32/light	"{""analog_read"": 512, ""test_name"": ""DummyConst5""}"	2025-03-04 18:25:48	2025-03-04 18:25:48
5148	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.35664749, ""pressure"": 99797.27344, ""humidity"": 35.60725021, ""iaq"": 140.6895142}"	2025-03-04 18:25:48	2025-03-04 18:25:48
5149	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:30:42	2025-03-04 18:30:43
5150	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.07355881, ""pressure"": 99824.07031, ""humidity"": 27.39856339, ""iaq"": 167.4390869}"	2025-03-04 18:30:45	2025-03-04 18:30:45
5151	esp32/light	"{""analog_read"": 699, ""test_name"": ""DummyConst5""}"	2025-03-04 18:30:48	2025-03-04 18:30:48
5152	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.22384071, ""pressure"": 99805.57031, ""humidity"": 36.04608536, ""iaq"": 143.4435425}"	2025-03-04 18:30:48	2025-03-04 18:30:48
5153	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:35:43	2025-03-04 18:35:43
5154	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.15475941, ""pressure"": 99832.9375, ""humidity"": 27.49320793, ""iaq"": 198.1617279}"	2025-03-04 18:35:46	2025-03-04 18:35:46
5155	esp32/light	"{""analog_read"": 522, ""test_name"": ""DummyConst5""}"	2025-03-04 18:35:48	2025-03-04 18:35:48
5156	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.18379974, ""pressure"": 99816.78125, ""humidity"": 36.48905563, ""iaq"": 141.5900726}"	2025-03-04 18:35:49	2025-03-04 18:35:49
5157	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:40:43	2025-03-04 18:40:43
5158	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.34257603, ""pressure"": 99835.1875, ""humidity"": 27.42173767, ""iaq"": 199.5006104}"	2025-03-04 18:40:46	2025-03-04 18:40:46
5159	esp32/light	"{""analog_read"": 648, ""test_name"": ""DummyConst5""}"	2025-03-04 18:40:48	2025-03-04 18:40:48
5160	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.22885513, ""pressure"": 99818.03906, ""humidity"": 36.66974258, ""iaq"": 144.9692535}"	2025-03-04 18:40:49	2025-03-04 18:40:49
5161	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:45:43	2025-03-04 18:45:43
5162	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.31242943, ""pressure"": 99831.27344, ""humidity"": 27.46480751, ""iaq"": 190.1737366}"	2025-03-04 18:45:47	2025-03-04 18:45:47
5163	esp32/light	"{""analog_read"": 462, ""test_name"": ""DummyConst5""}"	2025-03-04 18:45:48	2025-03-04 18:45:48
5164	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.32155991, ""pressure"": 99814.02344, ""humidity"": 36.67041016, ""iaq"": 141.2301941}"	2025-03-04 18:45:50	2025-03-04 18:45:50
5165	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:50:43	2025-03-04 18:50:43
5166	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.30732155, ""pressure"": 99838.78906, ""humidity"": 27.75974655, ""iaq"": 200}"	2025-03-04 18:50:47	2025-03-04 18:50:47
5167	esp32/light	"{""analog_read"": 527, ""test_name"": ""DummyConst5""}"	2025-03-04 18:50:48	2025-03-04 18:50:48
5168	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.37190819, ""pressure"": 99820.27344, ""humidity"": 36.59983444, ""iaq"": 141.4692688}"	2025-03-04 18:50:50	2025-03-04 18:50:50
5169	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 18:55:43	2025-03-04 18:55:43
5170	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.19791222, ""pressure"": 99843.64063, ""humidity"": 28.08073807, ""iaq"": 199.3158264}"	2025-03-04 18:55:47	2025-03-04 18:55:47
5171	esp32/light	"{""analog_read"": 428, ""test_name"": ""DummyConst5""}"	2025-03-04 18:55:48	2025-03-04 18:55:48
5172	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.23161316, ""pressure"": 99827.19531, ""humidity"": 36.94924164, ""iaq"": 143.1706848}"	2025-03-04 18:55:50	2025-03-04 18:55:51
5173	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:00:43	2025-03-04 19:00:43
5174	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.05591679, ""pressure"": 99852.02344, ""humidity"": 28.60690308, ""iaq"": 199.9085236}"	2025-03-04 19:00:48	2025-03-04 19:00:48
5175	esp32/light	"{""analog_read"": 632, ""test_name"": ""DummyConst5""}"	2025-03-04 19:00:48	2025-03-04 19:00:48
5176	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.41445351, ""pressure"": 99832.10156, ""humidity"": 36.82031631, ""iaq"": 143.1056366}"	2025-03-04 19:00:51	2025-03-04 19:00:51
5177	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:05:43	2025-03-04 19:05:43
5178	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.97221184, ""pressure"": 99848.74219, ""humidity"": 29.20882797, ""iaq"": 198.2034454}"	2025-03-04 19:05:48	2025-03-04 19:05:48
5179	esp32/light	"{""analog_read"": 576, ""test_name"": ""DummyConst5""}"	2025-03-04 19:05:48	2025-03-04 19:05:48
5180	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.33659554, ""pressure"": 99832.64063, ""humidity"": 37.05541992, ""iaq"": 142.6232605}"	2025-03-04 19:05:51	2025-03-04 19:05:51
5181	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:10:43	2025-03-04 19:10:43
5182	esp32/light	"{""analog_read"": 652, ""test_name"": ""DummyConst5""}"	2025-03-04 19:10:48	2025-03-04 19:10:48
5183	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.81736374, ""pressure"": 99850.64063, ""humidity"": 29.08811569, ""iaq"": 198.6245422}"	2025-03-04 19:10:49	2025-03-04 19:10:49
5184	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.36442184, ""pressure"": 99833.15625, ""humidity"": 37.00458145, ""iaq"": 141.4582825}"	2025-03-04 19:10:52	2025-03-04 19:10:52
5185	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:15:43	2025-03-04 19:15:44
5186	esp32/light	"{""analog_read"": 459, ""test_name"": ""DummyConst5""}"	2025-03-04 19:15:48	2025-03-04 19:15:49
5187	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.71303463, ""pressure"": 99856.65625, ""humidity"": 29.40578842, ""iaq"": 183.6781311}"	2025-03-04 19:15:49	2025-03-04 19:15:49
5188	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.26638412, ""pressure"": 99837.10156, ""humidity"": 37.3502121, ""iaq"": 143.6167297}"	2025-03-04 19:15:52	2025-03-04 19:15:52
5189	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:20:43	2025-03-04 19:20:44
5190	esp32/light	"{""analog_read"": 671, ""test_name"": ""DummyConst5""}"	2025-03-04 19:20:48	2025-03-04 19:20:49
5191	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.65214348, ""pressure"": 99857.33594, ""humidity"": 29.44883919, ""iaq"": 176.2281189}"	2025-03-04 19:20:49	2025-03-04 19:20:50
5192	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.38196564, ""pressure"": 99836.09375, ""humidity"": 37.23770523, ""iaq"": 141.964325}"	2025-03-04 19:20:52	2025-03-04 19:20:53
5193	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:25:44	2025-03-04 19:25:44
5194	esp32/light	"{""analog_read"": 461, ""test_name"": ""DummyConst5""}"	2025-03-04 19:25:48	2025-03-04 19:25:49
5195	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.47698975, ""pressure"": 99854.97656, ""humidity"": 29.65156937, ""iaq"": 160.8641663}"	2025-03-04 19:25:50	2025-03-04 19:25:50
5196	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.359375, ""pressure"": 99835.47656, ""humidity"": 37.27567291, ""iaq"": 142.8479767}"	2025-03-04 19:25:53	2025-03-04 19:25:53
5197	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:30:44	2025-03-04 19:30:44
5198	esp32/light	"{""analog_read"": 458, ""test_name"": ""DummyConst5""}"	2025-03-04 19:30:49	2025-03-04 19:30:49
5199	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.41098976, ""pressure"": 99849.45313, ""humidity"": 30.03250313, ""iaq"": 168.9457092}"	2025-03-04 19:30:50	2025-03-04 19:30:50
5200	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.24887276, ""pressure"": 99828.67969, ""humidity"": 37.66028595, ""iaq"": 175.9571533}"	2025-03-04 19:30:53	2025-03-04 19:30:53
5201	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:35:44	2025-03-04 19:35:44
5202	esp32/light	"{""analog_read"": 475, ""test_name"": ""DummyConst5""}"	2025-03-04 19:35:49	2025-03-04 19:35:49
5203	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.27898979, ""pressure"": 99853.78906, ""humidity"": 30.27106476, ""iaq"": 187.6032104}"	2025-03-04 19:35:51	2025-03-04 19:35:51
5204	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.27669525, ""pressure"": 99833.75, ""humidity"": 37.70897293, ""iaq"": 183.5881805}"	2025-03-04 19:35:54	2025-03-04 19:35:54
5205	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:40:44	2025-03-04 19:40:44
5206	esp32/light	"{""analog_read"": 463, ""test_name"": ""DummyConst5""}"	2025-03-04 19:40:49	2025-03-04 19:40:49
5207	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.06833076, ""pressure"": 99859.98438, ""humidity"": 30.72026443, ""iaq"": 166.6457214}"	2025-03-04 19:40:51	2025-03-04 19:40:51
5208	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.27675819, ""pressure"": 99838.3125, ""humidity"": 37.72860718, ""iaq"": 193.5989838}"	2025-03-04 19:40:54	2025-03-04 19:40:54
5209	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:45:44	2025-03-04 19:45:44
5210	esp32/light	"{""analog_read"": 558, ""test_name"": ""DummyConst5""}"	2025-03-04 19:45:49	2025-03-04 19:45:49
5211	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.97447205, ""pressure"": 99860.47656, ""humidity"": 31.1067009, ""iaq"": 163.7015076}"	2025-03-04 19:45:51	2025-03-04 19:45:52
5212	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.38196564, ""pressure"": 99841.03125, ""humidity"": 37.432827, ""iaq"": 199.8019867}"	2025-03-04 19:45:55	2025-03-04 19:45:55
5213	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:50:44	2025-03-04 19:50:45
5214	esp32/light	"{""analog_read"": 696, ""test_name"": ""DummyConst5""}"	2025-03-04 19:50:49	2025-03-04 19:50:49
5215	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.8956852, ""pressure"": 99858.34375, ""humidity"": 32.08024597, ""iaq"": 186.5326691}"	2025-03-04 19:50:52	2025-03-04 19:50:52
5216	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.34662247, ""pressure"": 99837.3125, ""humidity"": 37.89041138, ""iaq"": 197.5324554}"	2025-03-04 19:50:55	2025-03-04 19:50:55
5217	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 19:55:44	2025-03-04 19:55:45
5218	esp32/light	"{""analog_read"": 536, ""test_name"": ""DummyConst5""}"	2025-03-04 19:55:49	2025-03-04 19:55:49
5219	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.72319794, ""pressure"": 99860.01563, ""humidity"": 32.46105576, ""iaq"": 200}"	2025-03-04 19:55:52	2025-03-04 19:55:52
5220	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.35166931, ""pressure"": 99837.9375, ""humidity"": 37.69399643, ""iaq"": 196.9376221}"	2025-03-04 19:55:55	2025-03-04 19:55:55
5221	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 20:00:44	2025-03-04 20:00:45
5222	esp32/light	"{""analog_read"": 558, ""test_name"": ""DummyConst5""}"	2025-03-04 20:00:49	2025-03-04 20:00:49
5223	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.47944641, ""pressure"": 99861.96875, ""humidity"": 33.08157349, ""iaq"": 197.6830292}"	2025-03-04 20:00:53	2025-03-04 20:00:53
5224	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.41426277, ""pressure"": 99840.32813, ""humidity"": 37.85522842, ""iaq"": 191.6282349}"	2025-03-04 20:00:56	2025-03-04 20:00:56
5225	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 20:05:44	2025-03-04 20:05:45
5226	esp32/light	"{""analog_read"": 632, ""test_name"": ""DummyConst5""}"	2025-03-04 20:05:49	2025-03-04 20:05:49
5227	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.40322876, ""pressure"": 99862.90625, ""humidity"": 32.83375168, ""iaq"": 186.6734772}"	2025-03-04 20:05:53	2025-03-04 20:05:53
5228	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.44713402, ""pressure"": 99841.98438, ""humidity"": 37.36600876, ""iaq"": 188.5409546}"	2025-03-04 20:05:56	2025-03-04 20:05:56
5229	esp32/window	"{""test_name"": ""DummyConst5"", ""blinds_1"": 1, ""blinds_2"": 1, ""window"": 1}"	2025-03-04 20:10:44	2025-03-04 20:10:45
5230	esp32/light	"{""analog_read"": 667, ""test_name"": ""DummyConst5""}"	2025-03-04 20:10:49	2025-03-04 20:10:49
